cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
44,blue|white,2,1,white,11,4,6,1,14.201,4.956,0.2657,0.0453,55.037
44,red|white,2,1,white,11,8,3,0,17.462,9.983,0.2893,0.1193,59.549
45,black|orange|yellow,3,2,black,11,8,3,0,13.296,1.34,0.2913,0.0741,46.025
46,blue|red,2,2,,11,8,2,1,16.648,5.873,0.4805,0.0742,47.536
47,green|white|yellow,3,2,white,11,11,0,0,21.411,3.48,0.3294,0.0562,45.063
47,blue|white,2,1,white,11,8,3,0,16.064,4.504,0.326,0.069,42.272
48,orange|red|white,3,2,white,11,6,3,2,16.653,8.121,0.2789,0.0881,47.898
49,blue|gray|orange,3,2,gray,11,8,2,1,15.246,2.237,0.3104,0.0434,45.421
50,blue|green|white,3,2,white,11,3,6,2,19.959,4.95,0.3689,0.0532,48.189
50,blue|gray|red,3,2,gray,11,9,1,1,17.743,5.768,0.3037,0.0923,45.272
51,brown|orange,2,2,,11,4,4,3,29.164,8.261,0.4649,0.1001,58.045
51,black|brown,2,1,black,11,10,0,1,10.812,4.058,0.2684,0.0782,37.693
51,orange,1,1,,11,7,4,0,31.933,6.152,0.4815,0.0802,59.678
51,gray|green|red,3,2,gray,11,9,1,1,23.753,6.531,0.3886,0.0824,70.437
51,black|gray|white,3,0,black|gray|white,11,8,3,0,10.475,4.5,0.2077,0.0521,38.905
51,blue|cyan|orange,3,3,,11,7,3,1,31.136,5.799,0.5681,0.0526,103.226
54,brown|orange|yellow,3,3,,11,8,2,1,29.386,5.108,0.4511,0.0569,82.338
54,blue|orange|red,3,3,,11,7,4,0,29.37,5.943,0.5748,0.0773,96.874
54,blue|red|yellow,3,3,,11,8,2,1,38.386,7.738,0.5976,0.0788,125.21
57,orange|red,2,2,,11,10,1,0,48.598,14.879,0.6979,0.1043,105.02
57,blue|gray|red,3,2,gray,11,5,3,3,23.792,7.629,0.4548,0.1268,76.284
58,gray|green|white,3,1,gray|white,11,9,2,0,13.035,4.241,0.242,0.0467,36.719
58,gray|red|white,3,1,gray|white,11,7,2,2,14.225,4.34,0.2642,0.0612,50.813
59,blue|gray|yellow,3,2,gray,11,6,3,2,24.485,2.396,0.4391,0.1246,70.619
59,brown|gray|white,3,1,gray|white,11,8,1,2,13.785,3.394,0.2592,0.0491,43.894
61,brown|white|yellow,3,2,white,11,9,1,1,12.057,3.193,0.2564,0.0635,29.451
62,brown|orange|white,3,2,white,11,8,3,0,18.117,5.272,0.3153,0.0711,53.112
62,blue|yellow,2,2,,11,5,2,4,30.118,4.956,0.3921,0.0718,66.717
65,gray|white|yellow,3,1,gray|white,11,8,1,2,21.805,7.39,0.2901,0.0654,73.165
66,gray|orange,2,1,gray,11,9,1,1,21.142,6.825,0.2714,0.0779,52.529
66,black|blue|gray,3,1,black|gray,11,10,0,1,9.445,3.431,0.223,0.0413,30.757
66,white|yellow,2,1,white,11,10,1,0,42.255,11.902,0.4278,0.1158,104.258
66,cyan|gray|white,3,1,gray|white,11,10,1,0,16.551,1.773,0.2903,0.0661,63.88
68,blue|gray|orange,3,2,gray,11,10,1,0,15.419,1.57,0.276,0.024,46.701
71,blue|brown|gray,3,2,gray,11,9,1,1,16.774,6.425,0.3227,0.1061,49.65
71,gray|red,2,1,gray,11,8,2,1,38.281,23.576,0.4886,0.2115,86.505
71,green|orange|white,3,2,white,11,5,4,2,17.768,2.718,0.3475,0.086,47.16
71,black|brown|white,3,1,black|white,11,9,1,1,9.641,1.667,0.1971,0.0351,30.295
76,magenta|pink|red,3,3,,11,8,1,2,26.824,4.081,0.4397,0.0844,40.155
77,brown|red,2,2,,11,8,2,1,24.164,12.579,0.5166,0.1283,55.026
77,gray|white,2,0,gray|white,11,7,1,3,10.07,3.6,0.1824,0.0335,37.236
78,blue|gray|red,3,2,gray,11,8,2,1,14.638,4.8,0.3269,0.0651,43.466
78,blue|gray|orange,3,2,gray,11,7,1,3,14.642,3.968,0.2853,0.0501,45.689
78,blue|cyan|gray,3,2,gray,11,8,3,0,17.124,7.68,0.4087,0.1445,61.695
78,blue|gray|green,3,2,gray,11,5,4,2,19.742,4.79,0.3844,0.0659,57.268
79,gray|green,2,1,gray,11,7,1,3,12.081,6.198,0.2194,0.0825,25.456
80,orange|red|yellow,3,3,,11,7,3,1,23.635,7.201,0.3707,0.0908,47.175
80,gray|red|white,3,1,gray|white,11,5,4,2,15.494,1.929,0.2314,0.0397,45.852
81,black|gray|orange,3,1,black|gray,11,9,0,2,11.115,2.571,0.2143,0.0301,39.811
82,gray|red,2,1,gray,11,8,3,0,18.454,4.137,0.2679,0.0435,70.288
83,black|brown|orange,3,2,black,11,6,4,1,14.002,3.522,0.3217,0.1122,44.595
84,cyan|white,2,1,white,11,6,0,5,21.335,3.94,0.3816,0.0802,82.806
84,cyan|gray,2,1,gray,11,5,3,3,19.125,4.753,0.3231,0.0632,74.646
85,blue|green|yellow,3,3,,11,7,1,3,19.971,3.484,0.3852,0.0546,46.403
88,blue|gray|orange,3,2,gray,11,9,2,0,14.854,3.441,0.3099,0.0641,47.724
89,blue|gray|red,3,2,gray,11,8,0,3,14.269,2.405,0.2511,0.035,39.824
89,pink|red|white,3,2,white,11,5,6,0,16.193,4.304,0.2761,0.0488,34.705
90,brown|gray|yellow,3,2,gray,11,11,0,0,14.895,3.223,0.3043,0.0775,33.295
90,black|blue|red,3,2,black,11,8,3,0,12.044,2.557,0.2826,0.0303,40.514
90,gray|orange|red,3,2,gray,11,10,0,1,17.655,3.443,0.3283,0.0784,42.272
91,gray|orange|white,3,1,gray|white,11,7,3,1,14.258,3.708,0.2657,0.0461,43.576
92,gray|red|white,3,1,gray|white,11,4,4,3,9.983,2.467,0.1935,0.0213,30.098
92,black|brown|yellow,3,2,black,11,7,4,0,13.114,3.518,0.3131,0.0244,34.866
93,brown|gray|red,3,2,gray,11,8,2,1,15.274,4.653,0.2927,0.0611,43.066
93,orange|yellow,2,2,,11,10,0,1,33.235,8.001,0.405,0.1077,62.534
93,gray|white|yellow,3,1,gray|white,11,9,0,2,28.468,9.881,0.3303,0.1164,78.828
93,blue|brown|gray,3,2,gray,11,6,1,4,15.037,6.503,0.3499,0.0902,45.12
93,black|gray|white,3,0,black|gray|white,11,8,3,0,7.598,1.438,0.18,0.0278,24.247
94,blue|brown|orange,3,3,,11,6,0,5,27.195,5.881,0.5488,0.1432,64.082
94,black|brown|gray,3,1,black|gray,11,8,3,0,8.395,3.825,0.2324,0.0404,27.573
95,blue|gray|green,3,2,gray,11,6,3,2,16.099,1.365,0.3016,0.0502,41.499
96,blue|cyan|orange,3,3,,11,7,2,2,25.189,5.084,0.571,0.0773,90.962
96,cyan|gray|orange,3,2,gray,11,7,3,1,20.855,1.823,0.462,0.0705,82.13
96,cyan|orange,2,2,,11,9,2,0,24.849,2.549,0.5349,0.035,93.414
96,black|brown|gray,3,1,black|gray,11,9,2,0,6.151,0.706,0.1722,0.0134,20.234
97,brown|red|white,3,2,white,11,6,5,0,19.022,6.923,0.36,0.0908,45.684
97,cyan|gray|green,3,2,gray,11,8,1,2,17.96,4.119,0.3116,0.0642,47.553
97,brown|green|yellow,3,3,,11,5,6,0,23.549,5.622,0.4629,0.0911,44.332
97,gray,1,0,gray,11,8,3,0,9.472,1.331,0.1713,0.0153,28.509
97,cyan|gray|orange,3,2,gray,11,9,1,1,14.1,3.09,0.2963,0.0621,48.765
0,brown|orange|red,3,3,,10,5,4,1,23.688,7.997,0.4519,0.1114,51.986
0,brown|gray|white,3,1,gray|white,10,7,2,1,12.954,3.423,0.2634,0.0503,29.967
1,brown|red|white,3,2,white,10,6,2,2,13.991,4.118,0.3173,0.0959,37.509
1,blue|gray|red,3,2,gray,10,8,1,1,14.206,5.002,0.2713,0.064,42.109
1,blue|orange,2,2,,10,5,5,0,19.17,3.879,0.3644,0.0911,51.325
1,black|green|yellow,3,2,black,10,6,3,1,13.785,3.723,0.2426,0.0605,29.218
1,black|pink|red,3,2,black,10,6,2,2,20.265,8.376,0.3534,0.1323,64.174
1,gray|green|orange,3,2,gray,10,8,2,0,12.418,2.001,0.3374,0.0585,31.291
2,blue|brown|orange,3,3,,10,7,3,0,18.664,4.366,0.3836,0.0622,52.278
2,gray|red,2,1,gray,10,9,1,0,11.591,2.251,0.2217,0.0307,34.084
2,cyan|gray|white,3,1,gray|white,10,8,1,1,11.195,2.264,0.2388,0.0212,42.151
2,gray|green|white,3,1,gray|white,10,8,1,1,13.117,3.6,0.233,0.0594,30.896
4,cyan|white|yellow,3,2,white,10,6,3,1,22.267,2.531,0.3063,0.0252,66.033
4,gray|orange,2,1,gray,10,8,2,0,15.015,3.217,0.2219,0.0435,38.728
5,brown|orange,2,2,,10,3,7,0,33.696,8.352,0.636,0.1437,63.414
5,cyan|gray|orange,3,2,gray,10,8,1,1,22.154,8.009,0.4286,0.1843,82.142
5,cyan|orange,2,2,,10,7,3,0,27.142,12.813,0.5248,0.1898,79.068
6,brown|green|yellow,3,3,,10,8,2,0,19.471,4.772,0.4606,0.075,50.307
7,black|gray|red,3,1,black|gray,10,8,0,2,18.809,7.258,0.3029,0.0681,67.598
7,blue|cyan|gray,3,2,gray,10,8,1,1,9.207,4.166,0.2667,0.0715,30.3
7,brown|orange|red,3,3,,10,8,1,1,28.23,8.299,0.5079,0.1169,51.714
12,brown|gray|red,3,2,gray,10,6,1,3,16.886,3.77,0.4239,0.0841,32.565
12,brown|red|white,3,2,white,10,8,1,1,19.343,7.566,0.4552,0.1093,32.553
12,blue|green|yellow,3,3,,10,7,2,1,18.031,4.647,0.3283,0.048,43.973
12,blue|brown,2,2,,10,6,4,0,19.207,5.558,0.364,0.063,48.331
13,brown|red,2,2,,10,6,1,3,17.475,5.045,0.5028,0.1848,37.783
14,gray|orange|yellow,3,2,gray,10,7,2,1,19.989,4.842,0.272,0.0642,45.544
14,blue|cyan|gray,3,2,gray,10,6,3,1,15.497,2.999,0.3058,0.0423,52.849
14,cyan|gray|yellow,3,2,gray,10,6,2,2,22.678,5.097,0.3416,0.0692,74.868
15,black|blue|brown,3,2,black,10,7,3,0,8.923,3.38,0.3235,0.0887,31.374
15,blue|gray|yellow,3,2,gray,10,7,1,2,25.714,12.315,0.4114,0.1343,63.683
16,orange|white|yellow,3,2,white,10,8,2,0,20.53,3.154,0.2874,0.054,68.124
17,brown|orange|white,3,2,white,10,8,1,1,15.443,2.924,0.3254,0.0936,38.331
17,black|blue|gray,3,1,black|gray,10,8,2,0,11.611,2.68,0.2256,0.0527,41.831
17,blue|gray|green,3,2,gray,10,7,2,1,18.052,4.107,0.3529,0.0402,46.098
18,blue|gray|green,3,2,gray,10,8,2,0,14.101,3.628,0.3066,0.0669,37.417
19,brown|red|white,3,2,white,10,7,2,1,16.198,4.984,0.3442,0.0916,48.975
19,orange,1,1,,10,7,0,3,21.647,4.207,0.3708,0.0757,47.81
19,blue|brown|gray,3,2,gray,10,6,3,1,16.225,6.319,0.3713,0.0887,48.72
19,gray|yellow,2,1,gray,10,8,2,0,16.748,4.924,0.2417,0.0483,38.884
20,brown|gray|orange,3,2,gray,10,9,1,0,13.628,3.865,0.2595,0.0725,40.605
21,brown|gray|yellow,3,2,gray,10,6,3,1,22.002,4.017,0.3242,0.05,51.732
21,blue|brown|gray,3,2,gray,10,4,4,2,15.501,2.646,0.272,0.037,43.281
22,brown|green|orange,3,3,,10,7,3,0,25.226,4.667,0.4262,0.0272,67.915
23,gray|white,2,0,gray|white,10,10,0,0,13.902,1.828,0.2009,0.0234,53.821
24,brown|red,2,2,,10,5,4,1,36.95,16.932,0.5474,0.1191,67.306
24,brown|white,2,1,white,10,9,1,0,13.091,1.844,0.273,0.0845,39.919
25,blue|brown|white,3,2,white,10,6,4,0,13.8,2.086,0.2826,0.0432,40.208
25,gray|orange|white,3,1,gray|white,10,6,4,0,14.594,1.413,0.2642,0.0247,46.702
26,brown|gray|white,3,1,gray|white,10,7,2,1,11.976,1.638,0.216,0.0322,36.289
27,blue|gray|yellow,3,2,gray,10,5,2,3,13.945,1.3,0.2678,0.0194,36.811
27,blue|brown|yellow,3,3,,10,7,2,1,16.005,2.326,0.3422,0.0579,40.122
27,black|brown|gray,3,1,black|gray,10,5,4,1,8.249,2.821,0.2517,0.0234,24.387
28,black|blue|brown,3,2,black,10,6,4,0,9.997,2.978,0.3954,0.0588,32.699
28,black|blue|gray,3,1,black|gray,10,7,0,3,8.051,2.405,0.2121,0.0464,23.6
28,brown|green|yellow,3,3,,10,8,2,0,16.921,5.591,0.4343,0.1619,37.852
28,blue|brown|orange,3,3,,10,6,1,3,14.273,2.289,0.4283,0.0843,43.69
29,blue|red,2,2,,10,9,1,0,32.617,9.354,0.5796,0.1147,97.28
29,blue|red|white,3,2,white,10,8,1,1,24.245,6.996,0.3774,0.1074,72.593
29,orange|white|yellow,3,2,white,10,8,2,0,22.342,4.052,0.2925,0.0681,53.255
29,gray|yellow,2,1,gray,10,9,1,0,17.993,9.119,0.2251,0.0617,43.186
29,black|blue|brown,3,2,black,10,9,1,0,7.683,1.616,0.2612,0.0379,25.987
30,brown|gray|white,3,1,gray|white,10,7,3,0,13.376,1.347,0.2811,0.0246,38.455
31,blue|gray|white,3,1,gray|white,10,7,3,0,11.142,2.024,0.2312,0.0474,32.916
33,gray|white|yellow,3,1,gray|white,10,5,4,1,16.478,4.691,0.2363,0.0638,42.635
33,cyan|gray|orange,3,2,gray,10,6,4,0,19.574,6.344,0.303,0.0818,70.687
33,brown|orange,2,2,,10,8,2,0,22.43,7.959,0.47,0.0621,62.451
33,black|blue|white,3,1,black|white,10,9,1,0,6.251,1.432,0.1611,0.0216,17.05
34,black|brown|orange,3,2,black,10,8,0,2,17.339,4.772,0.3543,0.0589,48.059
34,brown|gray|orange,3,2,gray,10,5,1,4,16.637,3.5,0.2998,0.0619,41.095
35,red|white,2,1,white,10,5,3,2,31.372,17.301,0.3628,0.1649,98.188
35,green|yellow,2,2,,10,6,4,0,22.564,7.112,0.4219,0.0634,54.653
37,black|brown|orange,3,2,black,10,8,1,1,17.664,2.304,0.3433,0.0337,49.072
38,gray|red,2,1,gray,10,7,2,1,14.26,3.658,0.2554,0.0749,39.061
38,blue|orange|white,3,2,white,10,7,2,1,18.551,3.906,0.2947,0.0552,54.003
38,gray|green|orange,3,2,gray,10,9,1,0,17.329,2.894,0.3373,0.0487,43.124
38,blue|gray,2,1,gray,10,6,3,1,13.49,1.245,0.2472,0.1029,36.51
39,green|yellow,2,2,,10,7,2,1,25.141,6.607,0.4392,0.0959,40.304
39,gray|white|yellow,3,1,gray|white,10,7,0,3,12.913,4.672,0.2662,0.0982,31.414
39,gray|red|white,3,1,gray|white,10,5,4,1,10.425,2.275,0.2184,0.0491,28.447
40,gray|green|yellow,3,2,gray,10,8,0,2,17.469,3.24,0.2961,0.0403,39.58
40,blue|brown|red,3,3,,10,8,0,2,12.86,3.573,0.3745,0.0407,44.562
41,black|gray|white,3,0,black|gray|white,10,6,2,2,8.701,1.164,0.2113,0.0235,40.704
43,brown|orange|red,3,3,,10,7,1,2,20.841,8.285,0.5134,0.1451,42.725
44,orange|red,2,2,,10,10,0,0,33.401,11.197,0.5374,0.1324,61.35
44,brown|red|white,3,2,white,10,6,3,1,10.553,2.941,0.2672,0.0725,34.71
44,brown|white,2,1,white,10,6,1,3,7.695,1.9,0.1734,0.022,28.085
44,blue|cyan,2,2,,10,7,1,2,15.816,0.711,0.7459,0.136,41.475
46,cyan|green|orange,3,3,,10,7,2,1,18.291,5.357,0.4143,0.0626,52.367
47,brown|gray|red,3,2,gray,10,6,3,1,13.952,4.602,0.3369,0.0711,37.963
47,black|gray|white,3,0,black|gray|white,10,8,2,0,7.436,1.581,0.1589,0.0187,23.315
48,black|brown,2,1,black,10,7,2,1,9.626,4.592,0.2842,0.0938,33.855
48,green|orange,2,2,,10,6,3,1,27.003,12.079,0.4431,0.1407,57.061
48,orange|red,2,2,,10,6,3,1,50.757,21.13,0.7126,0.1184,85.386
48,black|orange,2,1,black,10,6,2,2,11.969,4.51,0.2167,0.0991,49.358
49,brown|orange|yellow,3,3,,10,7,1,2,24.154,7.491,0.4664,0.1101,52.839
49,gray|green,2,1,gray,10,7,3,0,10.554,3.392,0.2315,0.075,21.516
51,gray|white|yellow,3,1,gray|white,10,8,2,0,13.598,4.611,0.2223,0.0532,36.328
51,blue|cyan|white,3,2,white,10,10,0,0,17.228,6.391,0.3399,0.0825,52.498
51,blue|orange,2,2,,10,7,1,2,30.691,6.43,0.5357,0.1171,86.828
51,green|white,2,1,white,10,6,4,0,13.957,4.952,0.2977,0.0649,41.131
51,blue,1,1,,10,7,2,1,28.6,9.994,0.5536,0.1307,74.992
51,cyan|red,2,2,,10,6,2,2,28.971,7.885,0.5161,0.0544,92.831
51,black|blue|white,3,1,black|white,10,8,1,1,6.95,4.846,0.25,0.1055,28.142
52,brown|gray|orange,3,2,gray,10,6,3,1,15.86,4.8,0.351,0.0618,48.674
52,blue|gray|red,3,2,gray,10,6,4,0,12.801,4.476,0.3445,0.0619,44.057
53,brown|gray|orange,3,2,gray,10,8,2,0,14.445,4.816,0.2726,0.0566,39.556
54,blue|gray,2,1,gray,10,8,2,0,19.707,4.791,0.2799,0.0553,56.298
54,brown|red|white,3,2,white,10,7,3,0,23.512,2.915,0.4117,0.0407,79.115
54,brown|gray|orange,3,2,gray,10,6,4,0,20.29,5.649,0.3391,0.0711,62.768
56,brown|orange|red,3,3,,10,6,1,3,26.204,6.717,0.4667,0.12,49.202
57,gray|green|white,3,1,gray|white,10,7,0,3,9.188,2.998,0.228,0.0543,22.465
58,gray|green|yellow,3,2,gray,10,7,2,1,16.094,3.897,0.3093,0.0416,38.354
58,blue|gray|orange,3,2,gray,10,5,2,3,16.471,4.571,0.3305,0.0869,53.12
58,gray|green|red,3,2,gray,10,5,4,1,18.271,6.061,0.3677,0.0907,54.732
59,brown|orange,2,2,,10,9,1,0,24.276,4.272,0.3991,0.0764,48.773
59,gray|white|yellow,3,1,gray|white,10,8,2,0,23.093,5.238,0.2803,0.0632,66.895
61,red,1,1,,10,5,5,0,42.325,10.817,0.8232,0.0623,72.498
61,cyan|gray|white,3,1,gray|white,10,9,1,0,10.939,1.937,0.2344,0.0198,34.081
61,gray|orange|white,3,1,gray|white,10,6,2,2,14.314,5.815,0.2383,0.0954,41.048
61,gray|green|white,3,1,gray|white,10,8,1,1,10.621,2.539,0.2015,0.0483,28.781
63,gray|orange|white,3,1,gray|white,10,6,3,1,24.165,10.782,0.3165,0.1051,75.038
65,gray|yellow,2,1,gray,10,10,0,0,16.375,0.435,0.2593,0.0207,51.655
66,blue|gray|red,3,2,gray,10,7,2,1,19.822,6.499,0.3369,0.0996,64.535
66,blue|gray|orange,3,2,gray,10,5,4,1,21.632,4.35,0.3378,0.0851,63.922
66,blue|cyan,2,2,,10,3,6,1,21.585,3.983,0.4367,0.1375,70.295
66,gray|red,2,1,gray,10,8,2,0,27.771,14.46,0.3618,0.1185,77.245
67,gray|green|red,3,2,gray,10,5,2,3,14.748,2.076,0.2902,0.0485,41.449
68,blue|pink,2,2,,10,6,0,4,37.89,1.225,0.707,0.0205,93.754
68,cyan|gray|orange,3,2,gray,10,6,2,2,19.322,2.992,0.4366,0.0675,88.736
69,blue|red|white,3,2,white,10,9,0,1,18.791,4.636,0.3679,0.0602,61.192
69,pink|red,2,2,,10,6,3,1,27.075,8.707,0.4541,0.0855,50.654
69,blue|gray|yellow,3,2,gray,10,7,2,1,16.299,5.372,0.3038,0.0906,48.429
69,black|blue|white,3,1,black|white,10,5,4,1,8.811,2.258,0.2061,0.0405,26.968
71,gray|white|yellow,3,1,gray|white,10,7,3,0,11.834,3.56,0.2188,0.0464,31.618
71,gray|green|white,3,1,gray|white,10,8,2,0,15.988,2.281,0.2837,0.0669,51.666
73,blue,1,1,,10,7,1,2,15.995,5.014,0.3507,0.0981,33.854
74,orange|white|yellow,3,2,white,10,6,3,1,21.384,4.904,0.306,0.0609,56.5
74,cyan|gray,2,1,gray,10,6,1,3,11.684,4.734,0.2722,0.0929,42.005
76,black|blue|gray,3,1,black|gray,10,7,1,2,9.628,3.676,0.2267,0.061,29.031
76,cyan|gray|white,3,1,gray|white,10,6,3,1,11.31,2.78,0.2735,0.0963,44.4
77,blue,1,1,,10,6,2,2,22.181,10.314,0.411,0.1083,47.391
77,blue|orange,2,2,,10,7,2,1,26.894,8.099,0.5138,0.117,78.95
78,gray|green,2,1,gray,10,6,2,2,14.199,2.565,0.2588,0.0702,33.8
79,brown|orange|red,3,3,,10,8,1,1,21.081,5.029,0.4109,0.0882,38.766
79,brown|gray|yellow,3,2,gray,10,7,2,1,13.195,4.612,0.2788,0.0642,29.296
79,blue|gray|white,3,1,gray|white,10,8,1,1,12.564,2.724,0.2178,0.0502,34.164
80,red,1,1,,10,10,0,0,48.467,19.729,0.6885,0.1627,69.177
80,blue|gray|white,3,1,gray|white,10,6,3,1,17.812,4.446,0.326,0.0646,47.249
80,gray|orange,2,1,gray,10,8,1,1,18.407,4.871,0.2805,0.075,42.424
80,black|brown|red,3,2,black,10,8,2,0,12.613,5.393,0.3312,0.09,36.193
82,blue|orange|white,3,2,white,10,8,2,0,19.792,4.618,0.3063,0.0603,68.626
82,blue|gray,2,1,gray,10,10,0,0,18.055,4.792,0.3193,0.0721,60.638
82,blue|brown|gray,3,2,gray,10,7,2,1,18.863,2.506,0.3884,0.0615,64.645
83,black|gray|orange,3,1,black|gray,10,7,2,1,12.348,3.999,0.241,0.0575,37.29
83,black|orange,2,1,black,10,5,2,3,10.553,4.404,0.207,0.0606,34.826
83,brown|red,2,2,,10,4,5,1,41.215,14.703,0.75,0.1664,77.332
84,blue|gray|white,3,1,gray|white,10,6,3,1,10.676,2.603,0.1873,0.0262,35.813
84,cyan|yellow,2,2,,10,8,1,1,30.095,2.655,0.3987,0.0603,92.521
84,blue|green|yellow,3,3,,10,8,1,1,27.898,3.184,0.5055,0.0602,90.548
85,blue|brown|orange,3,3,,10,8,2,0,19.351,8.75,0.385,0.121,56.232
85,brown|orange|yellow,3,3,,10,4,5,1,20.083,10.565,0.4021,0.1091,49.375
86,brown|gray|green,3,2,gray,10,8,1,1,19.056,1.057,0.3522,0.0305,34.601
87,brown|gray|yellow,3,2,gray,10,5,3,2,13.915,4.187,0.3469,0.0892,34.012
88,brown|orange,2,2,,10,7,1,2,20.369,2.845,0.445,0.0604,47.506
89,black|brown|gray,3,1,black|gray,10,8,2,0,6.864,1.491,0.2471,0.0335,20.45
90,brown|red,2,2,,10,10,0,0,17.47,4.041,0.4689,0.1101,40.069
90,black|blue|brown,3,2,black,10,8,2,0,12.618,2.223,0.3213,0.0406,41.957
90,blue|pink|red,3,3,,10,9,0,1,19.667,4.562,0.3443,0.0682,47.461
91,brown|gray|green,3,2,gray,10,5,4,1,11.07,2.986,0.3398,0.0379,30.916
91,brown|gray|yellow,3,2,gray,10,6,3,1,10.568,3.059,0.3056,0.0545,26.943
91,gray|red,2,1,gray,10,9,0,1,11.899,2.972,0.2812,0.077,38.461
92,blue|brown|yellow,3,3,,10,6,2,2,28.198,4.959,0.5174,0.0523,56.122
92,orange|red|white,3,2,white,10,9,1,0,17.473,7.988,0.2829,0.1016,49.239
93,blue|gray,2,1,gray,10,10,0,0,20.346,8.388,0.384,0.1836,57.412
93,brown|gray|yellow,3,2,gray,10,7,2,1,23.77,8.338,0.4313,0.1287,56.764
93,brown|gray,2,1,gray,10,6,3,1,11.488,1.343,0.2657,0.0533,33.563
94,red|white,2,1,white,10,5,4,1,16.945,7.332,0.2738,0.0836,60.259
94,brown|orange,2,2,,10,10,0,0,24.822,5.81,0.4389,0.0857,46.585
94,blue|brown,2,2,,10,7,3,0,25.154,9.311,0.4342,0.0542,59.832
94,gray|white|yellow,3,1,gray|white,10,8,1,1,15.287,3.929,0.2292,0.0576,44.472
94,black|brown|yellow,3,2,black,10,6,3,1,11.865,3.321,0.3178,0.0915,40.103
94,orange|red|white,3,2,white,10,7,2,1,17.973,4.931,0.3087,0.0656,48.484
94,blue|gray|orange,3,2,gray,10,9,1,0,17.841,7.443,0.3374,0.1144,51.815
95,black|blue|green,3,2,black,10,7,3,0,12.654,1.527,0.3104,0.0467,38.873
95,blue|brown|gray,3,2,gray,10,6,3,1,14.266,2.345,0.319,0.0683,37.092
96,brown|orange,2,2,,10,8,0,2,22.991,6.084,0.3992,0.0832,50.998
96,blue|cyan|gray,3,2,gray,10,5,4,1,20.251,4.823,0.4717,0.1268,75.904
96,blue|brown|gray,3,2,gray,10,8,2,0,13.008,5.767,0.3116,0.0835,40.787
97,gray|red,2,1,gray,10,7,2,1,15.086,8.592,0.2769,0.1248,42.894
0,blue|brown|gray,3,2,gray,9,9,0,0,14.613,1.124,0.3098,0.0397,39.976
0,orange|red,2,2,,9,8,1,0,25.314,10.818,0.4282,0.1347,53.309
0,brown|orange|yellow,3,3,,9,8,0,1,25.01,4.104,0.443,0.0419,60.964
0,green|white|yellow,3,2,white,9,6,1,2,22.286,6.075,0.3609,0.0942,44.094
0,gray|green|white,3,1,gray|white,9,5,4,0,16.622,4.681,0.2613,0.0684,33.948
0,blue|gray|red,3,2,gray,9,6,3,0,13.671,3.025,0.2603,0.0501,40.019
0,gray|green|yellow,3,2,gray,9,7,2,0,18.407,7.692,0.3202,0.1053,38.746
1,green|white|yellow,3,2,white,9,6,3,0,17.029,7.707,0.2403,0.1078,31.38
1,red,1,1,,9,7,2,0,27.997,5.838,0.5127,0.1164,51.847
1,orange|red,2,2,,9,6,1,2,31.488,4.96,0.4893,0.1131,61.561
1,gray|green|white,3,1,gray|white,9,6,2,1,12.98,2.755,0.1881,0.0285,30.929
1,cyan|gray,2,1,gray,9,5,1,3,8.61,3.647,0.3019,0.0596,28.01
2,brown|gray|red,3,2,gray,9,7,2,0,16.326,6.345,0.3505,0.1053,32.523
2,gray,1,0,gray,9,4,2,3,8.469,3.121,0.1823,0.0457,27.25
4,gray|yellow,2,1,gray,9,7,0,2,20.256,3.16,0.2771,0.0581,44.938
5,blue|cyan,2,2,,9,6,2,1,26.237,5.453,0.5589,0.1479,85.704
5,orange|red|white,3,2,white,9,7,2,0,29.641,11.906,0.3901,0.1355,89.204
5,orange|red,2,2,,9,5,1,3,49.622,10.788,0.6681,0.1198,107.043
5,cyan,1,1,,9,2,6,1,25.481,3.328,0.6196,0.1176,82.258
5,brown|orange|red,3,3,,9,8,1,0,31.541,8.881,0.5336,0.1109,70.877
5,gray|green|white,3,1,gray|white,9,5,4,0,21.438,3.52,0.271,0.0353,69.247
5,gray|green|yellow,3,2,gray,9,7,2,0,23.137,7.354,0.3403,0.0594,60.914
5,red,1,1,,9,3,6,0,54.773,9.838,0.702,0.1075,117.564
6,green|white|yellow,3,2,white,9,6,3,0,24.202,3.979,0.4036,0.0507,48.766
7,blue,1,1,,9,5,0,4,23.884,7.971,0.5088,0.1308,52.754
7,black|brown|orange,3,2,black,9,5,3,1,15.42,2.497,0.3406,0.0644,42.984
9,gray|red|white,3,1,gray|white,9,3,3,3,12.687,2.295,0.2666,0.0539,39.767
9,blue|gray|red,3,2,gray,9,7,2,0,15.6,7.043,0.3249,0.096,47.736
9,gray|green|yellow,3,2,gray,9,5,2,2,18.746,5.691,0.3379,0.0725,40.054
9,gray|green,2,1,gray,9,6,2,1,9.727,2.794,0.208,0.0385,10.09
10,black|brown|gray,3,1,black|gray,9,6,3,0,12.4,1.872,0.2569,0.0301,41.092
10,gray|green|yellow,3,2,gray,9,9,0,0,21.526,5.803,0.2998,0.0439,54.27
10,gray|pink|red,3,2,gray,9,6,2,1,19.044,3.738,0.2843,0.0406,60.136
