cluster_k98,color,n_images,n_pixels,saturation_mean,saturation_std,value_mean,value_std
70,magenta,114,47434,0.36922,0.14983,0.32963,0.26738
70,orange,143,1267799,0.47419,0.1601,0.73411,0.12097
70,pink,135,134503,0.34011,0.11029,0.16971,0.14437
70,purple,119,42681,0.25517,0.0725,0.23247,0.14176
70,red,142,1559736,0.44067,0.16386,0.39706,0.25464
70,white,136,241985,0.12142,0.05026,0.91911,0.04157
70,yellow,127,554247,0.43833,0.12922,0.35956,0.21959
71,black,282,1059539,0.05654,0.07062,0.07092,0.06739
71,blue,253,1446891,0.58398,0.25061,0.38868,0.24337
71,brown,295,1963313,0.52721,0.18175,0.35307,0.13605
71,cyan,190,159948,0.49138,0.22797,0.47783,0.33286
71,gray,293,3193972,0.09467,0.05995,0.56254,0.20237
71,green,217,435768,0.44422,0.22928,0.28042,0.20068
71,magenta,237,84675,0.29861,0.1198,0.26105,0.20283
71,orange,291,2866466,0.39844,0.14961,0.72104,0.10213
71,pink,258,196363,0.30947,0.13028,0.33675,0.19421
71,purple,238,68776,0.40772,0.21279,0.20406,0.18209
71,red,288,1078884,0.51923,0.23938,0.3814,0.23358
71,white,260,1260360,0.06798,0.05484,0.93221,0.04713
71,yellow,278,938069,0.434,0.19548,0.68238,0.26265
72,black,79,371001,0.01564,0.04365,0.03554,0.02496
72,blue,78,79961,0.70097,0.26213,0.40594,0.22994
72,brown,81,194230,0.50572,0.20654,0.30588,0.16784
72,cyan,77,79561,0.56523,0.23269,0.40273,0.22515
72,gray,81,401320,0.08682,0.05503,0.65933,0.14921
72,green,77,409556,0.54946,0.21032,0.38695,0.17625
72,magenta,53,11454,0.49716,0.20051,0.05563,0.03759
72,orange,81,356677,0.37473,0.17791,0.7999,0.12676
72,pink,81,36610,0.5177,0.20037,0.14359,0.18716
72,purple,53,9331,0.43256,0.17002,0.06262,0.0566
72,red,81,1384008,0.82475,0.21052,0.71377,0.23322
72,white,76,157425,0.1051,0.05498,0.91246,0.03747
72,yellow,81,104642,0.56089,0.24771,0.66299,0.26951
73,black,97,2200983,0.00566,0.02756,0.00663,0.02349
73,blue,96,406625,0.6475,0.23116,0.0153,0.01576
73,brown,97,341795,0.66558,0.18874,0.35858,0.17484
73,cyan,96,18886,0.83888,0.26026,0.0133,0.04277
73,gray,97,285369,0.08809,0.03856,0.59006,0.14824
73,green,97,79621,0.90055,0.22109,0.0114,0.0293
73,magenta,96,17906,0.82572,0.27404,0.00925,0.01168
73,orange,97,461823,0.62985,0.09075,0.67724,0.08934
73,pink,95,24323,0.5969,0.32544,0.0346,0.06639
73,purple,96,19523,0.7715,0.27508,0.01917,0.01599
73,red,96,295103,0.80346,0.24838,0.31963,0.25936
73,white,17,67552,0.12875,0.03689,0.93181,0.04515
73,yellow,97,24459,0.69358,0.30864,0.21358,0.35321
74,black,239,381836,0.10405,0.06548,0.10191,0.05582
74,blue,225,1033379,0.389,0.17401,0.45479,0.29889
74,brown,252,2129758,0.57097,0.20608,0.36475,0.13407
74,cyan,186,227134,0.34569,0.13454,0.4715,0.29626
74,gray,247,2276723,0.09177,0.0575,0.60766,0.18337
74,green,197,236413,0.39256,0.1729,0.36754,0.22962
74,magenta,207,66759,0.41658,0.17973,0.16937,0.15144
74,orange,250,2206900,0.47301,0.18303,0.73947,0.11627
74,pink,229,130551,0.38963,0.17791,0.25317,0.19762
74,purple,205,77945,0.4346,0.2164,0.23464,0.19824
74,red,253,1401341,0.59238,0.22396,0.44009,0.23491
74,white,236,1481731,0.05075,0.054,0.93765,0.04975
74,yellow,226,501850,0.43968,0.18922,0.57464,0.24618
75,black,54,29782,0.02303,0.05306,0.02724,0.05697
75,blue,134,1065492,0.59431,0.12929,0.73696,0.12499
75,brown,135,278875,0.52655,0.15907,0.44422,0.09328
75,cyan,133,3407900,0.68912,0.06872,0.95601,0.07582
75,gray,135,499275,0.1124,0.05297,0.62568,0.1068
75,green,92,1391,0.37084,0.25664,0.30091,0.24701
75,magenta,21,761,0.61706,0.28748,0.05708,0.06116
75,orange,135,844066,0.38274,0.13353,0.70265,0.10155
75,pink,36,2493,0.46322,0.22324,0.10245,0.09261
75,purple,20,1185,0.62969,0.2758,0.06989,0.07851
75,red,131,32402,0.4964,0.2153,0.32662,0.17358
75,white,77,73196,0.10821,0.06523,0.94131,0.04105
75,yellow,127,117358,0.29662,0.08759,0.82853,0.13291
76,black,166,317935,0.13109,0.04785,0.11098,0.04552
76,blue,179,4655876,0.44775,0.15238,0.56807,0.24631
76,brown,202,771433,0.5139,0.17939,0.28651,0.1555
76,cyan,70,151710,0.43845,0.20629,0.46214,0.25469
76,gray,215,1883061,0.13056,0.04809,0.5915,0.18737
76,green,64,69743,0.41295,0.24911,0.40363,0.25333
76,magenta,198,445378,0.30993,0.1014,0.42946,0.25419
76,orange,198,795740,0.40262,0.1354,0.78506,0.1313
76,pink,218,940339,0.34667,0.13311,0.49338,0.26716
76,purple,189,562891,0.31149,0.10212,0.39881,0.26901
76,red,228,2614462,0.46096,0.17173,0.43438,0.25149
76,white,193,960886,0.10838,0.05556,0.92593,0.04365
76,yellow,122,117394,0.30975,0.11662,0.63359,0.2603
77,black,242,512613,0.07818,0.07333,0.08338,0.06689
77,blue,235,1139333,0.45746,0.20207,0.40506,0.28037
77,brown,266,1379679,0.57612,0.19558,0.34003,0.14007
77,cyan,193,157350,0.50309,0.21573,0.30933,0.19288
77,gray,271,3033558,0.08743,0.05798,0.63955,0.17677
77,green,205,371216,0.4749,0.18842,0.29293,0.20079
77,magenta,226,153079,0.44053,0.20287,0.26873,0.24427
77,orange,270,1678694,0.49625,0.19827,0.73776,0.11301
77,pink,245,246402,0.42045,0.19066,0.30642,0.24734
77,purple,218,122018,0.35324,0.1544,0.21513,0.19048
77,red,272,1941079,0.58681,0.22045,0.50362,0.28296
77,white,258,2091435,0.05186,0.05167,0.93671,0.04629
77,yellow,237,514984,0.46516,0.19764,0.61203,0.27455
78,black,187,389047,0.09051,0.06783,0.09739,0.06281
78,blue,188,1215628,0.51395,0.23175,0.43369,0.26947
78,brown,188,1358148,0.4995,0.19128,0.30212,0.14424
78,cyan,179,260076,0.51162,0.2247,0.3785,0.24985
78,gray,189,1934544,0.09298,0.05996,0.54398,0.17819
78,green,177,525618,0.49229,0.20043,0.3691,0.22202
78,magenta,183,66119,0.44456,0.22321,0.33924,0.31056
78,orange,183,854854,0.42163,0.17298,0.74272,0.11833
78,pink,186,166083,0.52922,0.21881,0.4431,0.29873
78,purple,184,115001,0.41728,0.18169,0.27028,0.23247
78,red,189,734231,0.56534,0.24202,0.40263,0.27287
78,white,185,492753,0.0722,0.05505,0.92948,0.04669
78,yellow,178,416538,0.44678,0.18866,0.45165,0.27893
79,black,145,115369,0.09798,0.07061,0.11137,0.07035
79,blue,162,1368865,0.43892,0.17004,0.55747,0.25843
79,brown,168,788083,0.43347,0.14888,0.40672,0.11073
79,cyan,152,625666,0.48211,0.21208,0.35294,0.16266
79,gray,168,2059236,0.1164,0.05363,0.52532,0.16184
79,green,161,1313637,0.3907,0.14085,0.35575,0.13833
79,magenta,132,42909,0.31967,0.15186,0.38621,0.24109
79,orange,167,1001474,0.37535,0.12633,0.70971,0.10546
79,pink,140,67412,0.35459,0.14823,0.34609,0.15861
79,purple,130,45867,0.34653,0.15771,0.32195,0.20433
79,red,166,452315,0.39246,0.15428,0.46742,0.17365
79,white,168,339106,0.09306,0.06042,0.93874,0.04728
79,yellow,165,725469,0.3981,0.12723,0.48473,0.1612
80,black,225,247658,0.08674,0.07285,0.08514,0.06521
80,blue,234,1142124,0.53523,0.2159,0.42747,0.22517
80,brown,263,2037017,0.50629,0.16635,0.39129,0.12143
80,cyan,214,162492,0.41545,0.18515,0.40531,0.20307
80,gray,268,1826820,0.12414,0.04894,0.60062,0.17136
80,green,233,628759,0.43239,0.17446,0.37694,0.20486
80,magenta,230,171780,0.39994,0.17263,0.25945,0.19429
80,orange,257,2412398,0.43428,0.16073,0.70739,0.10152
80,pink,256,468903,0.50273,0.219,0.39559,0.21291
80,purple,230,253610,0.44432,0.192,0.3001,0.1995
80,red,269,2566082,0.58076,0.21059,0.49028,0.22176
80,white,248,1063408,0.0461,0.0542,0.95764,0.04563
80,yellow,254,1030853,0.38378,0.15093,0.60897,0.20871
81,black,120,660192,0.07019,0.0614,0.08327,0.0583
81,blue,118,806715,0.56263,0.24544,0.44966,0.23294
81,brown,128,457361,0.56114,0.20714,0.38825,0.14021
81,cyan,82,37770,0.4654,0.28236,0.37902,0.25459
81,gray,130,1399037,0.08365,0.05575,0.62711,0.18016
81,green,85,80761,0.35909,0.14957,0.32423,0.26852
81,magenta,108,36563,0.72465,0.28342,0.28355,0.12886
81,orange,121,1971668,0.47857,0.12359,0.74053,0.08808
81,pink,111,29931,0.4582,0.21995,0.37495,0.25541
81,purple,99,47111,0.4087,0.15916,0.29828,0.1723
81,red,126,297026,0.60101,0.24758,0.44136,0.24752
81,white,128,1265646,0.0533,0.03842,0.91374,0.03873
81,yellow,103,83851,0.46038,0.27676,0.49609,0.32893
82,black,218,126959,0.1286,0.04723,0.13386,0.0393
82,blue,217,1358569,0.38189,0.17756,0.60463,0.21594
82,brown,229,965552,0.55438,0.23126,0.38552,0.11885
82,cyan,204,293985,0.35319,0.18128,0.63583,0.23056
82,gray,220,2847363,0.10138,0.05791,0.62377,0.13978
82,green,213,516028,0.51402,0.2038,0.47026,0.21395
82,magenta,188,41951,0.36327,0.18715,0.495,0.31665
82,orange,229,1292736,0.52251,0.20621,0.75205,0.12876
82,pink,208,69368,0.47848,0.25159,0.39537,0.25563
82,purple,188,63366,0.34419,0.19348,0.39387,0.21916
82,red,227,1001172,0.67506,0.22698,0.58723,0.22258
82,white,204,1349048,0.06083,0.05768,0.94594,0.04609
82,yellow,229,1007407,0.55451,0.23895,0.67388,0.21317
83,black,188,1130831,0.05015,0.0659,0.06243,0.05526
83,blue,176,980604,0.52742,0.24335,0.20197,0.2075
83,brown,206,1005115,0.54759,0.20286,0.33568,0.15317
83,cyan,153,196286,0.57318,0.22133,0.34691,0.18953
83,gray,204,1620954,0.07129,0.06164,0.56261,0.17785
83,green,166,361581,0.37834,0.17478,0.26252,0.18554
83,magenta,178,400678,0.54921,0.13732,0.40184,0.26453
83,orange,192,963398,0.47374,0.19373,0.73348,0.11276
83,pink,194,268254,0.60555,0.20563,0.27701,0.24198
83,purple,179,145075,0.53264,0.22737,0.22393,0.199
83,red,207,1973670,0.69506,0.20624,0.47316,0.21942
83,white,186,694195,0.05647,0.05392,0.9285,0.04132
83,yellow,185,301471,0.47225,0.21336,0.61393,0.28107
84,black,212,98895,0.05903,0.07226,0.05667,0.06758
84,blue,241,514800,0.51076,0.19717,0.74931,0.20822
84,brown,264,1065400,0.52793,0.15894,0.33529,0.13548
84,cyan,259,2545848,0.46761,0.17527,0.87809,0.18222
84,gray,264,1067834,0.12361,0.0498,0.62358,0.17166
84,green,260,2177689,0.47098,0.16105,0.43769,0.20876
84,magenta,123,7452,0.472,0.27089,0.16415,0.18957
84,orange,263,1033976,0.46896,0.18003,0.77104,0.12693
84,pink,170,14533,0.4287,0.22408,0.31997,0.27834
84,purple,122,7886,0.42069,0.22645,0.20912,0.19167
84,red,247,409308,0.5539,0.22471,0.5243,0.28721
84,white,256,1404526,0.10501,0.05485,0.96105,0.04467
84,yellow,261,1685901,0.44497,0.16125,0.5749,0.25599
85,black,302,1504832,0.12815,0.05061,0.103,0.04348
85,blue,266,1289345,0.39951,0.14224,0.48834,0.30304
85,brown,311,2999970,0.4608,0.18615,0.22749,0.14587
85,cyan,208,222961,0.34913,0.13176,0.35072,0.27785
85,gray,302,1497835,0.12631,0.04928,0.47197,0.19845
85,green,283,3542459,0.43227,0.1589,0.29156,0.17466
85,magenta,290,522987,0.36202,0.11581,0.38069,0.26823
85,orange,294,1082129,0.51147,0.21473,0.75889,0.12158
85,pink,304,759458,0.40755,0.15166,0.35024,0.26373
85,purple,271,643204,0.34243,0.11107,0.34774,0.28297
85,red,308,2889249,0.47893,0.19489,0.27771,0.23112
85,white,281,334376,0.09696,0.05816,0.9249,0.04363
85,yellow,310,2080923,0.45747,0.17352,0.41876,0.26223
86,black,125,169765,0.1132,0.06426,0.10769,0.06006
86,blue,114,578061,0.38275,0.12997,0.53153,0.28669
86,brown,134,832100,0.50414,0.16706,0.24016,0.15435
86,cyan,110,288202,0.36972,0.12062,0.41523,0.27096
86,gray,135,466938,0.13093,0.04922,0.44037,0.17301
86,green,127,2282411,0.4753,0.14861,0.34193,0.15747
86,magenta,111,64083,0.34817,0.13469,0.29796,0.22321
86,orange,110,124860,0.52833,0.1688,0.70184,0.11593
86,pink,117,104676,0.40405,0.15964,0.26036,0.20614
86,purple,112,91306,0.3032,0.11019,0.30585,0.17001
86,red,127,602565,0.50065,0.17374,0.24572,0.19207
86,white,128,126658,0.11356,0.06364,0.95444,0.04662
86,yellow,132,615383,0.51306,0.16983,0.39269,0.22926
87,black,106,138775,0.10803,0.06098,0.11842,0.05812
87,blue,107,468145,0.40104,0.1594,0.61397,0.29207
87,brown,111,359716,0.43359,0.16267,0.34347,0.1359
87,cyan,100,168961,0.34843,0.12455,0.69374,0.32756
87,gray,112,1358305,0.09318,0.0598,0.51354,0.16127
87,green,106,1299060,0.46073,0.15152,0.45244,0.21557
87,magenta,78,19990,0.36803,0.1705,0.31059,0.2178
87,orange,110,292113,0.42112,0.14415,0.74678,0.12317
87,pink,94,66482,0.41772,0.16131,0.34188,0.21869
87,purple,82,24757,0.33425,0.14906,0.3104,0.17099
87,red,108,315653,0.46461,0.19626,0.44527,0.21158
87,white,110,328807,0.07564,0.06184,0.94983,0.04828
87,yellow,110,413124,0.4185,0.15416,0.51868,0.22307
88,black,217,547291,0.0958,0.06409,0.09768,0.05686
88,blue,218,845377,0.46815,0.21895,0.34173,0.25306
88,brown,218,2134796,0.4875,0.19053,0.31538,0.14397
88,cyan,210,157375,0.50065,0.25307,0.38576,0.30687
88,gray,218,2329296,0.09516,0.05626,0.55482,0.18151
88,green,214,230550,0.45215,0.19428,0.30173,0.21141
88,magenta,208,51248,0.40015,0.17699,0.14074,0.15171
88,orange,218,1327202,0.42446,0.16932,0.72497,0.11683
88,pink,216,99436,0.45414,0.20984,0.22899,0.20546
88,purple,212,78440,0.37384,0.1754,0.14442,0.15647
88,red,218,787481,0.54031,0.2204,0.38808,0.25859
88,white,217,754241,0.07069,0.05258,0.92828,0.04696
88,yellow,218,275699,0.43815,0.20181,0.43581,0.28394
89,black,262,349282,0.11404,0.06707,0.09867,0.0601
89,blue,234,1205177,0.4002,0.15384,0.48367,0.26277
89,brown,304,2413596,0.52431,0.16164,0.35454,0.1333
89,cyan,96,43800,0.40133,0.1712,0.38092,0.24833
89,gray,290,1965134,0.12443,0.04863,0.56684,0.18955
89,green,99,130620,0.41538,0.19465,0.2052,0.16959
89,magenta,276,477008,0.30393,0.08901,0.29014,0.25187
89,orange,302,3092390,0.45016,0.16783,0.76816,0.12784
89,pink,316,1126200,0.3496,0.1185,0.35518,0.27258
89,purple,255,476254,0.31145,0.09758,0.3699,0.27579
89,red,329,6667593,0.48206,0.18091,0.43329,0.25121
89,white,295,1837382,0.0913,0.05978,0.93749,0.04216
89,yellow,155,131852,0.40791,0.17963,0.48982,0.30144
90,black,454,1558379,0.12876,0.04944,0.10783,0.04483
90,blue,468,5753072,0.4148,0.14398,0.66228,0.27125
90,brown,490,3780539,0.43905,0.16406,0.29633,0.15018
90,cyan,303,230453,0.35912,0.17492,0.55601,0.32064
90,gray,492,4167669,0.12654,0.04764,0.51202,0.18883
90,green,385,3600503,0.41452,0.12916,0.28794,0.13759
90,magenta,458,325570,0.2998,0.08842,0.19399,0.17352
90,orange,472,1654160,0.41135,0.15941,0.71468,0.11081
90,pink,477,762952,0.32914,0.10497,0.25127,0.18794
90,purple,454,529295,0.29002,0.08427,0.23662,0.2064
90,red,490,4607319,0.45024,0.15768,0.35425,0.20443
90,white,484,1584962,0.08578,0.05812,0.93051,0.0414
90,yellow,447,2195591,0.40892,0.12687,0.35309,0.18281
91,black,346,526584,0.11515,0.0659,0.09592,0.0573
91,blue,335,2242305,0.42346,0.16769,0.43135,0.26198
91,brown,354,2069304,0.5437,0.18741,0.29752,0.15315
91,cyan,254,266339,0.35174,0.15067,0.36463,0.22634
91,gray,355,2185368,0.11322,0.05369,0.56858,0.18659
91,green,277,691576,0.38675,0.16295,0.27833,0.23443
91,magenta,338,542269,0.35003,0.11752,0.20468,0.18293
91,orange,336,1213726,0.51074,0.19562,0.72753,0.11452
91,pink,344,1067820,0.38844,0.12603,0.25589,0.22545
91,purple,328,699889,0.3359,0.10541,0.27506,0.2296
91,red,356,3884205,0.53181,0.18657,0.30389,0.22465
91,white,351,869448,0.08272,0.05794,0.9331,0.04531
91,yellow,309,552431,0.39802,0.16176,0.44974,0.30439
92,black,212,490234,0.03736,0.06284,0.04668,0.05493
92,blue,220,1555267,0.62028,0.18823,0.35176,0.21155
92,brown,263,2557459,0.54877,0.18437,0.40915,0.10558
92,cyan,175,44225,0.484,0.2028,0.367,0.24149
92,gray,259,1735474,0.10074,0.06045,0.57764,0.1957
92,green,192,147351,0.34435,0.14676,0.23689,0.15511
92,magenta,204,19644,0.40347,0.23396,0.06406,0.11769
92,orange,258,1483305,0.4463,0.1374,0.6847,0.09729
92,pink,218,48940,0.33684,0.16184,0.2626,0.22458
92,purple,205,144180,0.68726,0.19773,0.15318,0.07828
92,red,243,1336999,0.40213,0.16479,0.51554,0.20295
92,white,251,2742121,0.04063,0.04333,0.92503,0.05439
92,yellow,252,534481,0.36874,0.14104,0.51059,0.24223
93,black,318,343171,0.11386,0.05923,0.13148,0.04968
93,blue,351,1597430,0.57162,0.24872,0.47463,0.21198
93,brown,421,1647612,0.4688,0.1924,0.3899,0.12827
93,cyan,274,408161,0.47128,0.25486,0.43506,0.19737
93,gray,425,3869904,0.11389,0.05002,0.59067,0.16283
93,green,314,703531,0.42363,0.18418,0.37683,0.16488
93,magenta,285,66184,0.4909,0.22777,0.19377,0.17695
93,orange,420,4589075,0.41242,0.18041,0.77481,0.1301
93,pink,348,154631,0.45279,0.2147,0.42996,0.29756
93,purple,296,111062,0.40716,0.20048,0.28287,0.19209
93,red,404,2984490,0.66382,0.25524,0.61741,0.23048
93,white,357,1532696,0.10168,0.06036,0.94453,0.04788
93,yellow,375,1918069,0.49686,0.22267,0.70465,0.24389
94,black,256,1977762,0.02145,0.05019,0.02647,0.05014
94,blue,246,1351392,0.49189,0.20754,0.5664,0.3224
94,brown,264,1751904,0.56935,0.19205,0.34326,0.15127
94,cyan,219,91037,0.60494,0.25032,0.51968,0.38775
94,gray,263,2239124,0.07723,0.05933,0.62763,0.19225
94,green,232,205913,0.54308,0.24049,0.23941,0.23961
94,magenta,234,54522,0.47407,0.24802,0.11989,0.14313
94,orange,262,1471909,0.48673,0.16868,0.71728,0.10976
94,pink,248,145091,0.47437,0.20278,0.183,0.23247
94,purple,238,74104,0.50364,0.24425,0.13188,0.1436
94,red,261,1489551,0.67208,0.22278,0.46605,0.25928
94,white,253,1670448,0.02524,0.04112,0.91198,0.0441
94,yellow,257,705531,0.4338,0.18233,0.63032,0.29236
95,black,167,605446,0.12895,0.05048,0.09925,0.04417
95,blue,168,3717705,0.42962,0.14173,0.57785,0.26117
95,brown,169,1875523,0.44843,0.1259,0.24745,0.13735
95,cyan,116,56919,0.30304,0.08404,0.22927,0.13368
95,gray,168,684184,0.1361,0.0445,0.4567,0.20496
95,green,144,1646827,0.40667,0.13296,0.22543,0.12423
95,magenta,151,90054,0.27137,0.05237,0.25503,0.25491
95,orange,118,163996,0.4476,0.11049,0.72525,0.14007
95,pink,159,135902,0.28615,0.07358,0.1756,0.19198
95,purple,164,182314,0.2746,0.05935,0.22113,0.2283
95,red,165,629060,0.37644,0.14213,0.23117,0.17727
95,white,155,357555,0.09223,0.06353,0.9358,0.04158
95,yellow,154,785203,0.43374,0.12526,0.26822,0.13911
96,black,234,253160,0.0918,0.06688,0.09353,0.06282
96,blue,255,1651970,0.64881,0.22301,0.44802,0.23942
96,brown,271,803223,0.50764,0.20281,0.34498,0.14314
96,cyan,191,860022,0.74388,0.22185,0.59054,0.15505
96,gray,273,2493291,0.10057,0.06193,0.62075,0.16202
96,green,190,249707,0.46706,0.17901,0.4677,0.22391
96,magenta,214,28734,0.33923,0.15073,0.22767,0.16287
96,orange,271,3357599,0.40463,0.13463,0.7787,0.09642
96,pink,256,153034,0.5021,0.2236,0.46861,0.29489
96,purple,226,48589,0.39772,0.16257,0.21998,0.20083
96,red,270,886602,0.62331,0.23581,0.59318,0.28055
96,white,264,1540913,0.07948,0.06017,0.93172,0.04349
96,yellow,243,438084,0.50026,0.26613,0.75749,0.20994
97,black,274,438195,0.11035,0.05848,0.13423,0.04417
97,blue,296,1094048,0.42168,0.18068,0.45966,0.22243
97,brown,330,3249814,0.50912,0.16776,0.37606,0.11995
97,cyan,221,324685,0.40494,0.18306,0.44378,0.19318
97,gray,323,3290332,0.11009,0.05452,0.56047,0.18785
97,green,239,778899,0.39355,0.14478,0.45047,0.17763
97,magenta,229,121167,0.30842,0.10798,0.27913,0.17943
97,orange,330,3852754,0.44178,0.15705,0.74599,0.1235
97,pink,286,308911,0.35337,0.13408,0.28283,0.21315
97,purple,223,185932,0.33931,0.15525,0.34284,0.17966
97,red,328,2371563,0.46703,0.17638,0.41601,0.22286
97,white,283,1470095,0.07355,0.05593,0.94063,0.04532
97,yellow,275,945093,0.417,0.1679,0.55649,0.24264
